Domain Code,Domain,Reporter Country Code (M49),Reporter Countries,Partner Country Code (M49),Partner Countries,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TM","Detailed trade matrix","792","Türkiye","008","Albania","5910","Export Quantity","0141","Soya beans","1996","1996","t","14","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","012","Algeria","5910","Export Quantity","0141","Soya beans","2022","2022","t","0","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","032","Argentina","5610","Import Quantity","0141","Soya beans","1992","1992","t","10821","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","032","Argentina","5610","Import Quantity","0141","Soya beans","1993","1993","t","18082","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","032","Argentina","5610","Import Quantity","0141","Soya beans","1995","1995","t","52408","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","032","Argentina","5610","Import Quantity","0141","Soya beans","1996","1996","t","5869","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","032","Argentina","5610","Import Quantity","0141","Soya beans","1998","1998","t","11300","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","032","Argentina","5610","Import Quantity","0141","Soya beans","1999","1999","t","38034","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","032","Argentina","5610","Import Quantity","0141","Soya beans","2000","2000","t","17990","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","032","Argentina","5610","Import Quantity","0141","Soya beans","2002","2002","t","71230","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","032","Argentina","5610","Import Quantity","0141","Soya beans","2003","2003","t","336991","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","032","Argentina","5610","Import Quantity","0141","Soya beans","2004","2004","t","238948","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","032","Argentina","5610","Import Quantity","0141","Soya beans","2005","2005","t","207235","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","032","Argentina","5610","Import Quantity","0141","Soya beans","2006","2006","t","33260","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","032","Argentina","5610","Import Quantity","0141","Soya beans","2007","2007","t","445804","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","032","Argentina","5610","Import Quantity","0141","Soya beans","2008","2008","t","520071","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","032","Argentina","5610","Import Quantity","0141","Soya beans","2009","2009","t","87158","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","032","Argentina","5610","Import Quantity","0141","Soya beans","2010","2010","t","103059","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","032","Argentina","5610","Import Quantity","0141","Soya beans","2011","2011","t","129528","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","032","Argentina","5610","Import Quantity","0141","Soya beans","2012","2012","t","131748","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","032","Argentina","5610","Import Quantity","0141","Soya beans","2013","2013","t","117587","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","032","Argentina","5610","Import Quantity","0141","Soya beans","2014","2014","t","77662.46","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","032","Argentina","5610","Import Quantity","0141","Soya beans","2015","2015","t","15401.8","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","032","Argentina","5610","Import Quantity","0141","Soya beans","2016","2016","t","92622.08","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","032","Argentina","5610","Import Quantity","0141","Soya beans","2017","2017","t","77640.23","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","032","Argentina","5610","Import Quantity","0141","Soya beans","2019","2019","t","0","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","032","Argentina","5610","Import Quantity","0141","Soya beans","2021","2021","t","0.01","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","032","Argentina","5610","Import Quantity","0141","Soya beans","2022","2022","t","39387","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","040","Austria","5610","Import Quantity","0141","Soya beans","2009","2009","t","0","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","040","Austria","5610","Import Quantity","0141","Soya beans","2011","2011","t","2","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","040","Austria","5610","Import Quantity","0141","Soya beans","2013","2013","t","5","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","040","Austria","5610","Import Quantity","0141","Soya beans","2021","2021","t","0.01","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","040","Austria","5610","Import Quantity","0141","Soya beans","2022","2022","t","1.43","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","040","Austria","5910","Export Quantity","0141","Soya beans","2000","2000","t","3","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","031","Azerbaijan","5910","Export Quantity","0141","Soya beans","2005","2005","t","0","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","031","Azerbaijan","5910","Export Quantity","0141","Soya beans","2006","2006","t","0","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","031","Azerbaijan","5910","Export Quantity","0141","Soya beans","2007","2007","t","18","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","031","Azerbaijan","5910","Export Quantity","0141","Soya beans","2008","2008","t","57","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","031","Azerbaijan","5910","Export Quantity","0141","Soya beans","2009","2009","t","40","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","031","Azerbaijan","5910","Export Quantity","0141","Soya beans","2011","2011","t","2","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","031","Azerbaijan","5910","Export Quantity","0141","Soya beans","2012","2012","t","4","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","031","Azerbaijan","5910","Export Quantity","0141","Soya beans","2013","2013","t","12","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","031","Azerbaijan","5910","Export Quantity","0141","Soya beans","2014","2014","t","0.5","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","031","Azerbaijan","5910","Export Quantity","0141","Soya beans","2015","2015","t","31.5","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","031","Azerbaijan","5910","Export Quantity","0141","Soya beans","2016","2016","t","33.8","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","031","Azerbaijan","5910","Export Quantity","0141","Soya beans","2017","2017","t","589.2","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","031","Azerbaijan","5910","Export Quantity","0141","Soya beans","2018","2018","t","86","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","031","Azerbaijan","5910","Export Quantity","0141","Soya beans","2019","2019","t","82.7","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","031","Azerbaijan","5910","Export Quantity","0141","Soya beans","2020","2020","t","108","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","031","Azerbaijan","5910","Export Quantity","0141","Soya beans","2021","2021","t","10743.99","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","031","Azerbaijan","5910","Export Quantity","0141","Soya beans","2022","2022","t","162.03","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","044","Bahamas","5910","Export Quantity","0141","Soya beans","2000","2000","t","2","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","044","Bahamas","5910","Export Quantity","0141","Soya beans","2020","2020","t","0.03","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","044","Bahamas","5910","Export Quantity","0141","Soya beans","2021","2021","t","0.05","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","044","Bahamas","5910","Export Quantity","0141","Soya beans","2022","2022","t","0.1","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","050","Bangladesh","5910","Export Quantity","0141","Soya beans","2020","2020","t","0.01","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","050","Bangladesh","5910","Export Quantity","0141","Soya beans","2021","2021","t","0.02","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","056","Belgium","5610","Import Quantity","0141","Soya beans","2007","2007","t","1","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","056","Belgium","5610","Import Quantity","0141","Soya beans","2008","2008","t","2","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","056","Belgium","5610","Import Quantity","0141","Soya beans","2009","2009","t","1","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","056","Belgium","5610","Import Quantity","0141","Soya beans","2010","2010","t","2","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","204","Benin","5610","Import Quantity","0141","Soya beans","2017","2017","t","106.72","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","204","Benin","5610","Import Quantity","0141","Soya beans","2018","2018","t","5112.24","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","204","Benin","5610","Import Quantity","0141","Soya beans","2020","2020","t","686.8","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","070","Bosnia and Herzegovina","5610","Import Quantity","0141","Soya beans","2019","2019","t","2707.94","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","070","Bosnia and Herzegovina","5610","Import Quantity","0141","Soya beans","2020","2020","t","2709.9","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","070","Bosnia and Herzegovina","5910","Export Quantity","0141","Soya beans","2000","2000","t","0","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","070","Bosnia and Herzegovina","5910","Export Quantity","0141","Soya beans","2006","2006","t","1","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","070","Bosnia and Herzegovina","5910","Export Quantity","0141","Soya beans","2007","2007","t","0","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","076","Brazil","5610","Import Quantity","0141","Soya beans","1992","1992","t","4547","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","076","Brazil","5610","Import Quantity","0141","Soya beans","1995","1995","t","5479","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","076","Brazil","5610","Import Quantity","0141","Soya beans","1996","1996","t","5300","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","076","Brazil","5610","Import Quantity","0141","Soya beans","1997","1997","t","62243","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","076","Brazil","5610","Import Quantity","0141","Soya beans","1998","1998","t","90760","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","076","Brazil","5610","Import Quantity","0141","Soya beans","1999","1999","t","20564","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","076","Brazil","5610","Import Quantity","0141","Soya beans","2000","2000","t","53139","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","076","Brazil","5610","Import Quantity","0141","Soya beans","2001","2001","t","7087","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","076","Brazil","5610","Import Quantity","0141","Soya beans","2003","2003","t","56745","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","076","Brazil","5610","Import Quantity","0141","Soya beans","2004","2004","t","18122","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","076","Brazil","5610","Import Quantity","0141","Soya beans","2005","2005","t","188731","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","076","Brazil","5610","Import Quantity","0141","Soya beans","2006","2006","t","169638","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","076","Brazil","5610","Import Quantity","0141","Soya beans","2007","2007","t","99938","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","076","Brazil","5610","Import Quantity","0141","Soya beans","2008","2008","t","125812","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","076","Brazil","5610","Import Quantity","0141","Soya beans","2009","2009","t","12972","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","076","Brazil","5610","Import Quantity","0141","Soya beans","2010","2010","t","203505","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","076","Brazil","5610","Import Quantity","0141","Soya beans","2011","2011","t","318940","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","076","Brazil","5610","Import Quantity","0141","Soya beans","2012","2012","t","9607","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","076","Brazil","5610","Import Quantity","0141","Soya beans","2013","2013","t","121867","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","076","Brazil","5610","Import Quantity","0141","Soya beans","2014","2014","t","521876.04","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","076","Brazil","5610","Import Quantity","0141","Soya beans","2015","2015","t","101065.7","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","076","Brazil","5610","Import Quantity","0141","Soya beans","2016","2016","t","201974.92","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","076","Brazil","5610","Import Quantity","0141","Soya beans","2017","2017","t","337954.9","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","076","Brazil","5610","Import Quantity","0141","Soya beans","2018","2018","t","1295422.8","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","076","Brazil","5610","Import Quantity","0141","Soya beans","2019","2019","t","1312771.9","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","076","Brazil","5610","Import Quantity","0141","Soya beans","2020","2020","t","2163838.66","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","076","Brazil","5610","Import Quantity","0141","Soya beans","2021","2021","t","1813340.76","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","076","Brazil","5610","Import Quantity","0141","Soya beans","2022","2022","t","2015827.7","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","100","Bulgaria","5610","Import Quantity","0141","Soya beans","2008","2008","t","40","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","100","Bulgaria","5610","Import Quantity","0141","Soya beans","2016","2016","t","3757.32","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","100","Bulgaria","5910","Export Quantity","0141","Soya beans","2008","2008","t","80","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","100","Bulgaria","5910","Export Quantity","0141","Soya beans","2015","2015","t","44","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","100","Bulgaria","5910","Export Quantity","0141","Soya beans","2021","2021","t","0","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","100","Bulgaria","5910","Export Quantity","0141","Soya beans","2022","2022","t","0","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","124","Canada","5610","Import Quantity","0141","Soya beans","1991","1991","t","319","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","124","Canada","5610","Import Quantity","0141","Soya beans","1996","1996","t","24401","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","124","Canada","5610","Import Quantity","0141","Soya beans","2004","2004","t","10057","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","124","Canada","5610","Import Quantity","0141","Soya beans","2006","2006","t","0","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","124","Canada","5610","Import Quantity","0141","Soya beans","2007","2007","t","33803","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","124","Canada","5610","Import Quantity","0141","Soya beans","2008","2008","t","2020","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","124","Canada","5610","Import Quantity","0141","Soya beans","2009","2009","t","5920","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","124","Canada","5610","Import Quantity","0141","Soya beans","2011","2011","t","5480","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","124","Canada","5610","Import Quantity","0141","Soya beans","2013","2013","t","26500","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","124","Canada","5610","Import Quantity","0141","Soya beans","2014","2014","t","7346.48","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","124","Canada","5610","Import Quantity","0141","Soya beans","2016","2016","t","69392.78","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","124","Canada","5610","Import Quantity","0141","Soya beans","2017","2017","t","57612.7","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","124","Canada","5610","Import Quantity","0141","Soya beans","2018","2018","t","56291.54","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","124","Canada","5610","Import Quantity","0141","Soya beans","2019","2019","t","40.8","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","124","Canada","5610","Import Quantity","0141","Soya beans","2021","2021","t","35931.72","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","124","Canada","5910","Export Quantity","0141","Soya beans","2012","2012","t","200","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","124","Canada","5910","Export Quantity","0141","Soya beans","2013","2013","t","890","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","124","Canada","5910","Export Quantity","0141","Soya beans","2016","2016","t","3324.26","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","124","Canada","5910","Export Quantity","0141","Soya beans","2019","2019","t","42","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","124","Canada","5910","Export Quantity","0141","Soya beans","2020","2020","t","1651.67","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","124","Canada","5910","Export Quantity","0141","Soya beans","2021","2021","t","6424.35","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","124","Canada","5910","Export Quantity","0141","Soya beans","2022","2022","t","1541.01","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","152","Chile","5610","Import Quantity","0141","Soya beans","2016","2016","t","0.34","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","152","Chile","5610","Import Quantity","0141","Soya beans","2019","2019","t","0.02","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","344","China, Hong Kong SAR","5610","Import Quantity","0141","Soya beans","2000","2000","t","5","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","344","China, Hong Kong SAR","5910","Export Quantity","0141","Soya beans","2020","2020","t","0.05","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","344","China, Hong Kong SAR","5910","Export Quantity","0141","Soya beans","2021","2021","t","0.07","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","344","China, Hong Kong SAR","5910","Export Quantity","0141","Soya beans","2022","2022","t","0.07","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","156","China, mainland","5610","Import Quantity","0141","Soya beans","1997","1997","t","5","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","156","China, mainland","5610","Import Quantity","0141","Soya beans","1999","1999","t","18","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","156","China, mainland","5610","Import Quantity","0141","Soya beans","2002","2002","t","13","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","156","China, mainland","5610","Import Quantity","0141","Soya beans","2003","2003","t","17","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","156","China, mainland","5610","Import Quantity","0141","Soya beans","2006","2006","t","1","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","156","China, mainland","5610","Import Quantity","0141","Soya beans","2007","2007","t","115","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","156","China, mainland","5610","Import Quantity","0141","Soya beans","2012","2012","t","4","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","156","China, mainland","5610","Import Quantity","0141","Soya beans","2013","2013","t","30","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","156","China, mainland","5610","Import Quantity","0141","Soya beans","2014","2014","t","23.96","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","156","China, mainland","5610","Import Quantity","0141","Soya beans","2015","2015","t","43.57","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","156","China, mainland","5610","Import Quantity","0141","Soya beans","2016","2016","t","27","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","156","China, mainland","5610","Import Quantity","0141","Soya beans","2017","2017","t","66.43","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","156","China, mainland","5610","Import Quantity","0141","Soya beans","2018","2018","t","49","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","156","China, mainland","5610","Import Quantity","0141","Soya beans","2019","2019","t","64.98","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","156","China, mainland","5610","Import Quantity","0141","Soya beans","2020","2020","t","100.33","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","156","China, mainland","5610","Import Quantity","0141","Soya beans","2021","2021","t","179.13","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","156","China, mainland","5610","Import Quantity","0141","Soya beans","2022","2022","t","4575.14","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","156","China, mainland","5910","Export Quantity","0141","Soya beans","2022","2022","t","1.18","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","174","Comoros","5910","Export Quantity","0141","Soya beans","2022","2022","t","0.04","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","384","Côte d'Ivoire","5610","Import Quantity","0141","Soya beans","2017","2017","t","70.19","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","191","Croatia","5610","Import Quantity","0141","Soya beans","2000","2000","t","1","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","191","Croatia","5610","Import Quantity","0141","Soya beans","2012","2012","t","0","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","191","Croatia","5610","Import Quantity","0141","Soya beans","2013","2013","t","0","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","191","Croatia","5610","Import Quantity","0141","Soya beans","2015","2015","t","0.35","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","191","Croatia","5610","Import Quantity","0141","Soya beans","2020","2020","t","0.02","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","191","Croatia","5910","Export Quantity","0141","Soya beans","1998","1998","t","3","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","196","Cyprus","5910","Export Quantity","0141","Soya beans","1996","1996","t","0","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","196","Cyprus","5910","Export Quantity","0141","Soya beans","1999","1999","t","2","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","196","Cyprus","5910","Export Quantity","0141","Soya beans","2000","2000","t","43","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","196","Cyprus","5910","Export Quantity","0141","Soya beans","2006","2006","t","25","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","196","Cyprus","5910","Export Quantity","0141","Soya beans","2008","2008","t","0","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","196","Cyprus","5910","Export Quantity","0141","Soya beans","2012","2012","t","2000","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","196","Cyprus","5910","Export Quantity","0141","Soya beans","2013","2013","t","1200","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","196","Cyprus","5910","Export Quantity","0141","Soya beans","2017","2017","t","2250","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","196","Cyprus","5910","Export Quantity","0141","Soya beans","2018","2018","t","1250","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","196","Cyprus","5910","Export Quantity","0141","Soya beans","2019","2019","t","3200","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","196","Cyprus","5910","Export Quantity","0141","Soya beans","2020","2020","t","3253.66","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","196","Cyprus","5910","Export Quantity","0141","Soya beans","2021","2021","t","2402.05","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","196","Cyprus","5910","Export Quantity","0141","Soya beans","2022","2022","t","2350","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","203","Czechia","5610","Import Quantity","0141","Soya beans","2000","2000","t","1","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","203","Czechia","5910","Export Quantity","0141","Soya beans","2021","2021","t","0.03","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","208","Denmark","5610","Import Quantity","0141","Soya beans","1997","1997","t","18","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","208","Denmark","5910","Export Quantity","0141","Soya beans","2020","2020","t","0.02","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","818","Egypt","5910","Export Quantity","0141","Soya beans","1991","1991","t","12","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","818","Egypt","5910","Export Quantity","0141","Soya beans","2022","2022","t","0","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","231","Ethiopia","5610","Import Quantity","0141","Soya beans","2015","2015","t","110","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","231","Ethiopia","5610","Import Quantity","0141","Soya beans","2016","2016","t","2725.86","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","231","Ethiopia","5610","Import Quantity","0141","Soya beans","2018","2018","t","1078","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","231","Ethiopia","5610","Import Quantity","0141","Soya beans","2019","2019","t","2024","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","231","Ethiopia","5610","Import Quantity","0141","Soya beans","2020","2020","t","10249.82","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","231","Ethiopia","5610","Import Quantity","0141","Soya beans","2022","2022","t","44","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","231","Ethiopia","5910","Export Quantity","0141","Soya beans","2009","2009","t","0","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","250","France","5610","Import Quantity","0141","Soya beans","1988","1988","t","6","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","250","France","5610","Import Quantity","0141","Soya beans","1997","1997","t","2","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","250","France","5610","Import Quantity","0141","Soya beans","1998","1998","t","0","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","250","France","5610","Import Quantity","0141","Soya beans","2011","2011","t","0","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","250","France","5610","Import Quantity","0141","Soya beans","2015","2015","t","0.1","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","250","France","5610","Import Quantity","0141","Soya beans","2020","2020","t","0.02","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","250","France","5910","Export Quantity","0141","Soya beans","2021","2021","t","0.11","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","250","France","5910","Export Quantity","0141","Soya beans","2022","2022","t","0.09","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","266","Gabon","5910","Export Quantity","0141","Soya beans","2020","2020","t","0.15","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","268","Georgia","5610","Import Quantity","0141","Soya beans","2016","2016","t","139.86","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","268","Georgia","5910","Export Quantity","0141","Soya beans","2011","2011","t","1","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","268","Georgia","5910","Export Quantity","0141","Soya beans","2013","2013","t","5651","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","268","Georgia","5910","Export Quantity","0141","Soya beans","2015","2015","t","11","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","268","Georgia","5910","Export Quantity","0141","Soya beans","2019","2019","t","1.5","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","268","Georgia","5910","Export Quantity","0141","Soya beans","2020","2020","t","2000","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","268","Georgia","5910","Export Quantity","0141","Soya beans","2022","2022","t","12102.25","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","276","Germany","5610","Import Quantity","0141","Soya beans","1992","1992","t","2","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","276","Germany","5610","Import Quantity","0141","Soya beans","1995","1995","t","5","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","276","Germany","5610","Import Quantity","0141","Soya beans","1996","1996","t","15","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","276","Germany","5610","Import Quantity","0141","Soya beans","1999","1999","t","0","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","276","Germany","5610","Import Quantity","0141","Soya beans","2002","2002","t","1","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","276","Germany","5610","Import Quantity","0141","Soya beans","2003","2003","t","2","A","Official figure"
